최저가,상품명,품목,밴드형태,네트워크,화면크기,해상도,화면종류,화면,블루투스버전,내장OS,호환가능OS,램,내장메모리,항목,건강관리,부가기능,방수기능,사용시간,배터리종류,배터리용량,재질,무게,통화유무,CPU,음악,색상,대기,컨트롤,시계줄,통신규격,카메라,무게(본체),무게(밴드포함),조도센서,통화유무2,충전,크기,외장메모리,통화,항목2,단자,가전리모트컨트롤(어플),동영상,보호필름기능,크기(지름)
68250,SUMBOATGV68,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,300mAh,스테인리스스틸,42g,,,,,,,,,200만화소,,,,,,,,,,USB,,,,
97500,DM88,스마트워치,밴드교체형,무선랜(WiFi),"1.22""",240x240,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,전화통화,MT2502A,,,,,,,,,,,,,,,,,,,,,
652410,애플워치시리즈5Cellular40mm(실버알루미늄),스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,,,,,,,,,,,,,,,,,,,,,,,,,,
82000,DM09,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,320mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,이지클린,
24837,T80,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","혈압측정, 이동거리측정, 심박측정, 칼로리측정, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP67),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,7일,,,,,,,,,,,,,,,,,,
273480,핏빗Surge,스마트워치,밴드일체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,"탠저린, 블랙, 블루",,,,,,,,,,,,,,,,,,,
499200,애플워치시리즈440mm(스페이스그레이알루미늄),스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),18시간,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,음악플레이어,,,,,,,,,,,,,,,,,
346990,가민비보액티브3뮤직,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","심박측정, 칼로리측정, 수면패턴분석, 만보계","심박센서, GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990000,애플워치시리즈5에르메스Cellular40mm(스페이스블랙스테인리스스틸),스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,,,,,,,,,,,,,,,,,,,,,,,,,,
22662,Kaimorui심장박동모니터여성스마트워치(KW37),스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),최대5일,배터리일체형,160mAh,,,,,,,,,,,,,,,,,,,,,,,,,
1250000,애플워치시리즈5에디션Cellular40mm(티타늄),스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,,,,,,,,,,,,,,,,,,,,,,,,,,
12400,S2스마트워치,스마트밴드,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),7일,,,,,,,,,,,,,,,,,,,,,,,,,,,
652410,애플워치시리즈5Nike+Cellular40mm(스페이스그레이알루미늄),스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,,,,,,,,,,,,,,,,,,,,,,,,,,
765070,페라가모F-80스마트남성블루가죽시계(FAZ010016),스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",방수(10ATM),,,,,,,,,,,,,,,,,,,,,,,,,,,,
34980,ZeblazeVIBE4,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,610mAh,스테인리스스틸,42g,,,,,12개월,,,,,,,,,,,,,,,,,,
1320000,애플워치시리즈5에디션Cellular44mm(티타늄),스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),최대18시간,배터리일체형,,,,,,,,,,,,,,,,,,,,,,,,,,
93200,NOERDENLIFE+,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","이동거리측정, 칼로리측정, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(최대30m),,,,,,,,,,,,,,,,,,,,,,,,,,,,
130850,AmeterG3,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,전화통화,,,,,,,3G,내장,,,,,,,,,,,,,,
14820,B57,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,180mAh,,,,,,,,,,,,,,,,,,,,,,,,,
195010,TOMTOMRunner,스마트워치,밴드일체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화",심박측정,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899000,애플워치시리즈5Cellular40mm(스테인리스스틸),스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,,,,,,,,,,,,,,,,,,,,,,,,,,
139000,마이크로노즈ZeTime39mm프리미엄,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,180mAh,스테인리스스틸,42g,,,,,30일,,,,,,,,,,,,,,,,,,
139490,아이쉐어링스마트워치A3,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP53),"평균 60시간,최대 131시간",배터리일체형,320mAh,,,,,,,,,,,,,,,,,,,,,,,,,
486040,애플워치시리즈444mm(실버알루미늄),스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),18시간,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,음악플레이어,,,,,,,,,,,,,,,,,
170960,파슬FTW1166,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",방수(5ATM),,,,,,,,,,,,,,,,,,,,,,,,,,,,
64070,V6G,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,480mAh,,,,,,,,,,,,,,,,,,,,,,,,,
88360,FS08,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,450mAh,,,,,,,,,,,,,,,,,,,,,,,,,
383420,스카겐스마트워치(SKT5107),스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,,음악플레이어,,,,,,,,,,,,,,,,,
388000,가민어프로치S40,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,메탈,42g,,,,"그레이, 블랙, 화이트",,,,,,,,,,,,,,,,,,,
241240,FinowX7,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,200만화소,,,,,,,,,,,,,,
42300,MK28스포츠스마트워치블루투스,스마트워치,밴드일체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","원격촬영, 알람설정",생활방수,"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,168g,,,,,,,,,,,,,
58440,N105,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,15일,,,,,,,,,,,,,,,,,,
52320,M8,스마트워치,밴드일체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),7일,배터리일체형,180mAh,,,,,,,,,,,,,,,,,,,,,,,,,
164710,런타스틱모멘트CLASSIC,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","이동거리측정, 칼로리측정, 수면패턴분석","고도센서, 알람설정",방수(최대100m),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403700,가민피닉스5XPlus,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",방수(10ATM),,,,,,,,,,,,,,,,,,,,,,,,,,,,
23670,G26,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),7일,배터리일체형,105mAh,스테인리스스틸,42g,,,,,,,,,,25g,,,,,,,,,,,,,
53660,NO.1G6,스마트워치,밴드교체형,무선랜(WiFi),"1.2""",240x240,OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,MT2502A,,,,,,,,,,,,,,,,,,,,,
179000,OUKITELA29,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스4.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP53),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,150시간,,,,,,,,,,,,4시간,,,,,,
379000,애플워치시리즈3Cellular38mm(실버알루미늄),스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",방수(최대50m),18시간,배터리일체형,330mAh,스테인리스스틸,42g,전화통화,듀얼코어,,,,,,,,,,,,,,,,,,,,,
268990,애플워치스포츠42mm(스페이스그레이알루미늄),스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),18시간,배터리일체형,330mAh,스테인리스스틸,42g,전화통화,,,,,,,,,,,,"내장스피커,마이크",,,,,,,,,,
437760,순토트래버스,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","이동거리측정, 칼로리측정, 만보계","날짜,요일표시, 폭풍알람, GPS, 고도센서, 나침반센서, 기압센서, 일출,일몰알림",방수(10ATM),100시간,,,,,,,,,,,,,,,,,,,,,,,,,,,
27960,Y7,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계",심박센서,생활방수(IP67),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,,음악플레이어,,,,,,,,,,,,,,,,,
70980,RobotskyCF68,스마트워치,밴드일체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,150mAh,,,,,,,,,,,,,,,,,,,,,,,,,
1860000,애플워치시리즈5에르메스Cellular44mm(스테인리스스틸),스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),최대18시간,배터리일체형,,,,,,,,,,,,,,,,,,,,,,,,,,
499000,엠포리오아르마니ART5010,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,330mAh,스테인리스스틸,42g,,,,,,음악플레이어,,,,,,,,,,,,,,,,,
215100,애플워치스포츠38mm(스페이스그레이알루미늄),스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),18시간,배터리일체형,330mAh,스테인리스스틸,42g,전화통화,,,,,,,,,,,,"내장스피커,마이크",,,,,,,,,,
1154000,가민피닉스3티타늄,스마트워치,밴드교체형,무선랜(WiFi),"1.2""",218x218,크로마디스플레이,터치스크린,블루투스5.0,타이젠,"안드로이드5.0, iOS9.0이상",768M,4G내장,"SNS, 문자, 전화","스트레스모니터링, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계","다중언어, GPS, 원격촬영, 음성명령, 화면테마설정, 자이로센서, NFC, 무선충전",생활방수(IP68),"평균 60시간,최대 131시간",배터리일체형,300mAh,스테인리스스틸,42g,,,,,,,,,,,135g,,,,,,,,,,,,
